2017/11/13,,,,
2017/11/14,,,,
2017/11/15,,,,
2017/11/16,,,,
2017/11/17,,,,
2017/11/18,,,,
2017/11/19,,,,
2017/11/20,,,,
2017/11/21,,,,
2017/11/22,,,,
2017/11/23,,,,
2017/11/24,,,,
2017/11/25,,,,
2017/11/26,"ビットコインの世界最高値、俺の買いなんだけど！
お遊び資金なのに結構なマイナス来てる・・・",地味にビットコインの最天井掴んだ,ビットコインまた買った、、,"持ってたビットコイン99.2万でいったん売却！
めちゃ少ないロットで利益ほぼ無い
ゲーム的売買だけど"
2017/11/27,,,,
2017/11/28,"ビットコイン余裕の１１３万円掴み
未曾有の超高値買い増しで早くもピンチで御座います","ビットコインさらに買い増し
口座の残金全部買えるだけ買ってみた",ビットコイン買い増し,
2017/11/29,"ビットコインの税率５５％（俺の場合）きついなー
税の公平性の面と新規産業を育てる意味でも、FXなどと同じ税率にならないかな
利益の５５％持ってかれて、損した時はなにも無しだと７７．５％ぐらい国のためにトレードしてる感じ・・・",ビットコイン無念のいったん売り,ビットコインもう20％上がってうっひょー,"ビットコイン１００万超えて買って
どえらい角度のところで買ってしまったなーと思ってたら
爆上げ止まらずにもう１０％も上がった
とんでもねーー"
2017/11/30,"損切りを用意しつつ
ビットコイン１２０万で適当買い増し","ビットコインまた買った
売ったところより高い値段で・・・",,
2017/12/1,,,,
2017/12/2,ビットコインさらに買い増し〜,,,
2017/12/3,"ビットコインさらに買い増し
これでパンパン
もなコインも買い増ししたよ",,,
2017/12/4,,,,
2017/12/5,,,,
2017/12/6,,,,
2017/12/7,ここでトチ狂ってビットコインをさらに買い増し！,"仮想通貨の売買代金的に３０％を日本人が保有＆間接保有してる感じ
ビットコインが１０００万円行く頃、日本人の仮想通貨含み益は合計１００兆円
さらに売買上手の日本人は世界から勝ちまくるから
投機市場を上手く育てて、海外移住されない程度… ",,
2017/12/8,,,,
2017/12/9,,,,
2017/12/10,,,,
2017/12/11,,,,
2017/12/12,"ビットフライヤーに入金したのに反映されないのがもう６日目
振込控え見ても前回入金した時と完全に一緒だし
サポートに問い合わせても自動返送メール以外返事無し・・・
ヤバいのかな？
同じような症状の人います？",,,
2017/12/13,,,,
2017/12/14,"フルインベスト状態で
くさい株、新規携帯会社、佐川、ビットコイン、モナコイン
の５個に集中投資
こんなに個別に入れたのは久しぶり
たぶんしばらく売買しないでお祈り",,,
2017/12/15,"ビットコイン買い増し！
これでたぶん最後の買い",,,
2017/12/16,"ビットコインバブル早く来て欲しい！
待ちくたびれた
もしビットコイン暴落したらスーパー大損来てオビョウキになりそ","懲りずにビットコインさらに買い増し増し！
ビットコインだけでかなりのポジションになってしまった
ビットコインバブル早く来ないかなぁ・・・",,
2017/12/17,"ビットフライヤーはFXに過熱規制を定めるのはまだいいとして
健全な取引所として公平にやって欲しいな
どちらかに懲罰スワップ0.2ぐらいかけるならそれは逆のポジションの人が受け取るべき
普通は過熱時は売り方が支払って買い方が受け取る… ","２００万でファイナル買い増ししたビットコイン
寝て起きたら２２０万軽く超えてた
世間では暴落きそうきそう言われてるけど
現実は毎日爆上げでもう買ってから３倍になってる
なんじゃこりゃー？",,
2017/12/18,"現渡手数料２０％とか実質禁止手数料にしないで
現渡手数料無料で現渡までの期間１日
売り方金利は２日分取られるようにして
ライトニング上でできるようにする
これでFXの鞘も小さくなって、ビットフライヤーさんも儲かって
みんないいね！","ビットフライヤーのFXと現物の鞘が開くのを防ぐには
現渡しできるようにすればいいのでは？
それで一瞬ですべて解決
どちらにせよ。BTCが原資産なら今の鞘の乖離は異常事態だと思う
分岐コインの権利が無い分FXでの買いの方が劣化してるのに・・・",,
2017/12/19,,,,
2017/12/20,"ビットコインFX市場の現物との乖離を抑えたいみたいだけど
現物との乖離が上に５%以上あったら開いてる時は買い方からスワップ取って売り方に渡す
下に５%以上あったら売り方からスワップ取って買い方に渡す
これがいいんじゃないかな！
H… ",,,
2017/12/21,,,,
2017/12/22,,,,
2017/12/23,,,,
2017/12/24,,,,
2017/12/25,,,,
2017/12/26,"USD圏との鞘も小さくなってきたし
再始動の可能性高くなってきたのでビットコイン再度買ってみた",,,
2017/12/27,,,,
2017/12/28,"ビットフライヤーのFX規制のお知らせ来てる！
流動性と使いやすさ、BTCのボラを考えると現物に対して乖離5%から5%超分の乖離金額の10%徴収とかがいいのでは？
10%乖離してると別物に見えるし、3%ぐらいだとヘッジなどに使いに… ",,,
2017/12/29,"ビットコインは年始の納税換金売りとビットフライヤーFX規制を警戒していったん売り
１８０万買い→１７６万売りのナイストレード！",,,
2017/12/30,,,,
2017/12/31,"ビットコイン下げそうだけど
どーだろ
含み益の人は税金の関係で今日は売りづらいだろうな、、、",,,
